"observation_id","location_name","longitude","latitude","min","max","genus_name","species_name","trait_name","trait_class","value","standard_unit","value_type","methodology_name","reference_no"
2737,"Germany","11.670876","47.637185",93.9,100.5,"Acrosmilia","","Number of septa per corallite","Morphological","240","units","raw_value","Observation_field_or_laboratory",87
2737,"Germany","11.670876","47.637185",93.9,100.5,"Acrosmilia","","Columella structure","Morphological","absent","text","expert_opinion","Observation_field_or_laboratory",87
1812,"Iran","59.828889","36.175556",111,125,"Acrosmilia","conica","Height","Morphological","10.3","mm","raw_value","Observation_field_or_laboratory",44
157,"Global","NULL","NULL",56,93.9,"Acrosmilia","conica","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",4
157,"Global","NULL","NULL",56,93.9,"Acrosmilia","conica","Number of septa per corallite","Morphological","144","units","mean","Observation_field_or_laboratory",4
1811,"Iran","59.828889","36.175556",111,125,"Acrosmilia","conica","Columella structure","Morphological","parietal, papillose","text","expert_opinion","Observation_field_or_laboratory",44
1811,"Iran","59.828889","36.175556",111,125,"Acrosmilia","conica","Number of septa per corallite","Morphological","156","units","raw_value","Observation_field_or_laboratory",44
1811,"Iran","59.828889","36.175556",111,125,"Acrosmilia","conica","Number of septal cycles","Morphological","6","units","raw_value","Observation_field_or_laboratory",44
157,"Global","NULL","NULL",56,93.9,"Acrosmilia","conica","Corallite width minimum","Morphological","22","mm","minimum","Observation_field_or_laboratory",4
1811,"Iran","59.828889","36.175556",111,125,"Acrosmilia","conica","Height","Morphological","8.7","mm","raw_value","Observation_field_or_laboratory",44
1811,"Iran","59.828889","36.175556",111,125,"Acrosmilia","conica","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",44
1812,"Iran","59.828889","36.175556",111,125,"Acrosmilia","conica","Number of septa per corallite","Morphological","106","units","raw_value","Observation_field_or_laboratory",44
1812,"Iran","59.828889","36.175556",111,125,"Acrosmilia","conica","Coloniality","Morphological","solitary","text","expert_opinion","Observation_field_or_laboratory",44
1812,"Iran","59.828889","36.175556",111,125,"Acrosmilia","conica","Number of septal cycles","Morphological","6","units","raw_value","Observation_field_or_laboratory",44
157,"Global","NULL","NULL",56,93.9,"Acrosmilia","conica","Corallite width maximum","Morphological","33","mm","maximum","Observation_field_or_laboratory",4
157,"Global","NULL","NULL",56,93.9,"Acrosmilia","conica","Number of septal cycles","Morphological","5.5","units","mean","Observation_field_or_laboratory",4
157,"Global","NULL","NULL",56,93.9,"Acrosmilia","conica","Columella structure","Morphological","weakly developed, papillose","text","expert_opinion","Observation_field_or_laboratory",4
157,"Global","NULL","NULL",56,93.9,"Acrosmilia","conica","Wall structure","Morphological","synapticulothecal","text","expert_opinion","Observation_field_or_laboratory",4
1812,"Iran","59.828889","36.175556",111,125,"Acrosmilia","conica","Columella structure","Morphological","parietal, papillose","text","expert_opinion","Observation_field_or_laboratory",44
2567,"Mexico","-112.995855","26.747198",47.8,56,"Actinacis","","Corallite width maximum","Morphological","1.5","mm","raw_value","Observation_field_or_laboratory",72
2567,"Mexico","-112.995855","26.747198",47.8,56,"Actinacis","","Colony size","Morphological","30","cm","raw_value","Observation_field_or_laboratory",72
2567,"Mexico","-112.995855","26.747198",47.8,56,"Actinacis","","Growth form","Morphological","massive","text","expert_opinion","Observation_field_or_laboratory",72
2567,"Mexico","-112.995855","26.747198",47.8,56,"Actinacis","","Number of septa per corallite","Morphological","24","units","raw_value","Observation_field_or_laboratory",72
2567,"Mexico","-112.995855","26.747198",47.8,56,"Actinacis","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",72
2567,"Mexico","-112.995855","26.747198",47.8,56,"Actinacis","","Columella structure","Morphological","trabecular","text","expert_opinion","Observation_field_or_laboratory",72
167,"Global","NULL","NULL",23,66,"Actinacis","barretti","Growth form","Morphological","branching","text","expert_opinion","Observation_field_or_laboratory",4
167,"Global","NULL","NULL",23,66,"Actinacis","barretti","Corallite width maximum","Morphological","1.3","mm","maximum","Observation_field_or_laboratory",4
167,"Global","NULL","NULL",23,66,"Actinacis","barretti","Distance between centres of corallites","Morphological","2.5","mm","maximum","Observation_field_or_laboratory",4
167,"Global","NULL","NULL",23,66,"Actinacis","barretti","Columella structure","Morphological","papillose to substyliform","text","expert_opinion","Observation_field_or_laboratory",4
167,"Global","NULL","NULL",23,66,"Actinacis","barretti","Corallite width minimum","Morphological","0.8","mm","minimum","Observation_field_or_laboratory",4
167,"Global","NULL","NULL",23,66,"Actinacis","barretti","Colony form","Morphological","plocoid","text","expert_opinion","Observation_field_or_laboratory",4
167,"Global","NULL","NULL",23,66,"Actinacis","barretti","Number of septa per corallite","Morphological","19","units","mean","Observation_field_or_laboratory",4
167,"Global","NULL","NULL",23,66,"Actinacis","barretti","Budding type","Reproductive","extracalicular","text","expert_opinion","Observation_field_or_laboratory",4
167,"Global","NULL","NULL",23,66,"Actinacis","barretti","Wall structure","Morphological","synapticulothecal, incomplete","text","expert_opinion","Observation_field_or_laboratory",4
167,"Global","NULL","NULL",23,66,"Actinacis","barretti","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
168,"Global","NULL","NULL",56,93.9,"Actinacis","haueri","Wall structure","Morphological","synapticulothecal","text","expert_opinion","Observation_field_or_laboratory",4
168,"Global","NULL","NULL",56,93.9,"Actinacis","haueri","Colony form","Morphological","plocoid","text","expert_opinion","Observation_field_or_laboratory",4
168,"Global","NULL","NULL",56,93.9,"Actinacis","haueri","Number of septa per corallite","Morphological","23","units","mean","Observation_field_or_laboratory",4
168,"Global","NULL","NULL",56,93.9,"Actinacis","haueri","Budding type","Reproductive","extracalicular","text","expert_opinion","Observation_field_or_laboratory",4
168,"Global","NULL","NULL",56,93.9,"Actinacis","haueri","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
168,"Global","NULL","NULL",56,93.9,"Actinacis","haueri","Columella structure","Morphological","made of several segments","text","expert_opinion","Observation_field_or_laboratory",4
168,"Global","NULL","NULL",56,93.9,"Actinacis","haueri","Growth form","Morphological","branching","text","expert_opinion","Observation_field_or_laboratory",4
1594,"Austria","13.4","47.7",83.6,89.8,"Actinacis","haueri","Wall structure","Morphological","synapticulothecal, incomplete","text","expert_opinion","Observation_field_or_laboratory",39
1594,"Austria","13.4","47.7",83.6,89.8,"Actinacis","haueri","Corallite width maximum","Morphological","1.1","mm","maximum","Observation_field_or_laboratory",39
168,"Global","NULL","NULL",56,93.9,"Actinacis","haueri","Corallite width minimum","Morphological","0.6","mm","minimum","Observation_field_or_laboratory",4
168,"Global","NULL","NULL",56,93.9,"Actinacis","haueri","Corallite width maximum","Morphological","1","mm","maximum","Observation_field_or_laboratory",4
1594,"Austria","13.4","47.7",83.6,89.8,"Actinacis","haueri","Corallite width minimum","Morphological","0.6","mm","minimum","Observation_field_or_laboratory",39
1594,"Austria","13.4","47.7",83.6,89.8,"Actinacis","haueri","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",39
168,"Global","NULL","NULL",56,93.9,"Actinacis","haueri","Distance between centres of corallites","Morphological","3","mm","maximum","Observation_field_or_laboratory",4
168,"Global","NULL","NULL",56,93.9,"Actinacis","haueri","Number of septal cycles","Morphological","2.5","units","mean","Observation_field_or_laboratory",4
1594,"Austria","13.4","47.7",83.6,89.8,"Actinacis","haueri","Colony form","Morphological","plocoid","text","expert_opinion","Observation_field_or_laboratory",39
1594,"Austria","13.4","47.7",83.6,89.8,"Actinacis","haueri","Columella structure","Morphological","irregularly trabecular, feebly developed","text","expert_opinion","Observation_field_or_laboratory",39
1594,"Austria","13.4","47.7",83.6,89.8,"Actinacis","haueri","Distance between centres of corallites","Morphological","3","mm","mean","Observation_field_or_laboratory",39
1594,"Austria","13.4","47.7",83.6,89.8,"Actinacis","haueri","Number of septa per corallite","Morphological","23","units","mean","Observation_field_or_laboratory",39
170,"Global","NULL","NULL",33.9,113,"Actinacis","martiniana","Wall structure","Morphological","synapticulothecal","text","expert_opinion","Observation_field_or_laboratory",4
170,"Global","NULL","NULL",33.9,113,"Actinacis","martiniana","Number of septa per corallite","Morphological","20","units","mean","Observation_field_or_laboratory",4
170,"Global","NULL","NULL",33.9,113,"Actinacis","martiniana","Number of septal cycles","Morphological","3","units","expert_opinion","Observation_field_or_laboratory",4
170,"Global","NULL","NULL",33.9,113,"Actinacis","martiniana","Colony form","Morphological","plocoid","text","expert_opinion","Observation_field_or_laboratory",4
170,"Global","NULL","NULL",33.9,113,"Actinacis","martiniana","Corallite width minimum","Morphological","1","mm","minimum","Observation_field_or_laboratory",4
170,"Global","NULL","NULL",33.9,113,"Actinacis","martiniana","Corallite width maximum","Morphological","1.2","mm","maximum","Observation_field_or_laboratory",4
170,"Global","NULL","NULL",33.9,113,"Actinacis","martiniana","Growth form","Morphological","encrusting-platy","text","expert_opinion","Observation_field_or_laboratory",4
170,"Global","NULL","NULL",33.9,113,"Actinacis","martiniana","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
1592,"Austria","13.4","47.7",86.3,89.8,"Actinacis","parvistella","Columella structure","Morphological","made of few papillae, or twisted, elongated segments","text","expert_opinion","Observation_field_or_laboratory",39
1592,"Austria","13.4","47.7",86.3,89.8,"Actinacis","parvistella","Distance between centres of corallites","Morphological","3","mm","mean","Observation_field_or_laboratory",39
1592,"Austria","13.4","47.7",86.3,89.8,"Actinacis","parvistella","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",39
1592,"Austria","13.4","47.7",86.3,89.8,"Actinacis","parvistella","Number of septa per corallite","Morphological","23","units","mean","Observation_field_or_laboratory",39
1592,"Austria","13.4","47.7",86.3,89.8,"Actinacis","parvistella","Corallite width minimum","Morphological","0.9","mm","minimum","Observation_field_or_laboratory",39
1592,"Austria","13.4","47.7",86.3,89.8,"Actinacis","parvistella","Colony form","Morphological","plocoid","text","expert_opinion","Observation_field_or_laboratory",39
1592,"Austria","13.4","47.7",86.3,89.8,"Actinacis","parvistella","Corallite width maximum","Morphological","1.5","mm","maximum","Observation_field_or_laboratory",39
1592,"Austria","13.4","47.7",86.3,89.8,"Actinacis","parvistella","Wall structure","Morphological","Incomplete (para) synapticulothecal","text","expert_opinion","Observation_field_or_laboratory",39
740,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Distance between centres of corallites","Morphological","4","mm","maximum","Observation_field_or_laboratory",4
740,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Corallite width minimum","Morphological","1.8","mm","minimum","Observation_field_or_laboratory",4
740,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Corallite width maximum","Morphological","2.5","mm","maximum","Observation_field_or_laboratory",4
1593,"Austria","13.4","47.7",93.9,93.9,"Actinacis","remesi","Distance between centres of corallites","Morphological","5","mm","maximum","Observation_field_or_laboratory",39
1593,"Austria","13.4","47.7",93.9,93.9,"Actinacis","remesi","Number of septa per corallite","Morphological","21.5","units","mean","Observation_field_or_laboratory",39
1593,"Austria","13.4","47.7",93.9,93.9,"Actinacis","remesi","Distance between centres of corallites","Morphological","2.5","mm","minimum","Observation_field_or_laboratory",39
740,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Number of septa per corallite","Morphological","19.5","units","mean","Observation_field_or_laboratory",4
1593,"Austria","13.4","47.7",93.9,93.9,"Actinacis","remesi","Corallite width minimum","Morphological","1.8","mm","minimum","Observation_field_or_laboratory",39
1593,"Austria","13.4","47.7",93.9,93.9,"Actinacis","remesi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",39
740,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Budding type","Reproductive","extracalicular","text","expert_opinion","Observation_field_or_laboratory",4
740,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Columella structure","Morphological","parietal or substyliform","text","expert_opinion","Observation_field_or_laboratory",4
1593,"Austria","13.4","47.7",93.9,93.9,"Actinacis","remesi","Corallite width maximum","Morphological","2.2","mm","maximum","Observation_field_or_laboratory",39
172,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Corallite width","Morphological","2.15","text","mean","Observation_field_or_laboratory",4
740,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Colony form","Morphological","plocoid","text","expert_opinion","Observation_field_or_laboratory",4
1593,"Austria","13.4","47.7",93.9,93.9,"Actinacis","remesi","Growth form","Morphological","massive-platy-columnar","text","expert_opinion","Observation_field_or_laboratory",39
172,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Wall structure","Morphological","synapticulothecal","text","expert_opinion","Observation_field_or_laboratory",4
172,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Colony form","Morphological","plocoid","text","expert_opinion","Observation_field_or_laboratory",4
172,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
740,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
172,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Budding type","Reproductive","extracalicular","text","expert_opinion","Observation_field_or_laboratory",4
1593,"Austria","13.4","47.7",93.9,93.9,"Actinacis","remesi","Wall structure","Morphological","Incomplete (para) synapticulothecal","text","expert_opinion","Observation_field_or_laboratory",39
1593,"Austria","13.4","47.7",93.9,93.9,"Actinacis","remesi","Colony form","Morphological","plocoid","text","expert_opinion","Observation_field_or_laboratory",39
172,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Growth form","Morphological","massive-platy","text","expert_opinion","Observation_field_or_laboratory",4
740,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Growth form","Morphological","massive-platy","text","expert_opinion","Observation_field_or_laboratory",4
740,"Global","NULL","NULL",61.6,100.5,"Actinacis","remesi","Wall structure","Morphological","synapticulothecal, incomplete","text","expert_opinion","Observation_field_or_laboratory",4
173,"Global","NULL","NULL",61.6,89.8,"Actinacis","reussi","Number of septa per corallite","Morphological","24","units","raw_value","Observation_field_or_laboratory",4
173,"Global","NULL","NULL",61.6,89.8,"Actinacis","reussi","Corallite width minimum","Morphological","1.1","mm","minimum","Observation_field_or_laboratory",4
173,"Global","NULL","NULL",61.6,89.8,"Actinacis","reussi","Number of septal cycles","Morphological","3","units","raw_value","Observation_field_or_laboratory",4
173,"Global","NULL","NULL",61.6,89.8,"Actinacis","reussi","Distance between centres of corallites","Morphological","3.5","mm","maximum","Observation_field_or_laboratory",4
173,"Global","NULL","NULL",61.6,89.8,"Actinacis","reussi","Corallite width maximum","Morphological","1.8","mm","maximum","Observation_field_or_laboratory",4
173,"Global","NULL","NULL",61.6,89.8,"Actinacis","reussi","Colony form","Morphological","plocoid","text","expert_opinion","Observation_field_or_laboratory",4
173,"Global","NULL","NULL",61.6,89.8,"Actinacis","reussi","Wall structure","Morphological","synapticulothecal","text","expert_opinion","Observation_field_or_laboratory",4
173,"Global","NULL","NULL",61.6,89.8,"Actinacis","reussi","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",4
173,"Global","NULL","NULL",61.6,89.8,"Actinacis","reussi","Growth form","Morphological","massive-columnar","text","expert_opinion","Observation_field_or_laboratory",4
2502,"Venezuela","-63.919722","10.250556",100.5,145,"Actinaraea","arborescens","Number of septa per corallite","Morphological","24","units","raw_value","Observation_field_or_laboratory",71
2502,"Venezuela","-63.919722","10.250556",100.5,145,"Actinaraea","arborescens","Corallite width maximum","Morphological","3","mm","maximum","Observation_field_or_laboratory",71
2502,"Venezuela","-63.919722","10.250556",100.5,145,"Actinaraea","arborescens","Columella structure","Morphological","tubercle","text","expert_opinion","Observation_field_or_laboratory",71
2502,"Venezuela","-63.919722","10.250556",100.5,145,"Actinaraea","arborescens","Growth form","Morphological","branching-columnar","text","expert_opinion","Observation_field_or_laboratory",71
2502,"Venezuela","-63.919722","10.250556",100.5,145,"Actinaraea","arborescens","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",71
2502,"Venezuela","-63.919722","10.250556",100.5,145,"Actinaraea","arborescens","Distance between centres of corallites","Morphological","3.25","mm","mean","Observation_field_or_laboratory",71
2502,"Venezuela","-63.919722","10.250556",100.5,145,"Actinaraea","arborescens","Number of septal cycles","Morphological","3","units","raw_value","Observation_field_or_laboratory",71
2502,"Venezuela","-63.919722","10.250556",100.5,145,"Actinaraea","arborescens","Corallite width minimum","Morphological","2","mm","minimum","Observation_field_or_laboratory",71
2412,"Bulgaria","22.75","42.84",139.8,145,"Actinaraea","granulata","Growth form","Morphological","platy","text","expert_opinion","observation_laboratory",55
2412,"Bulgaria","22.75","42.84",139.8,145,"Actinaraea","granulata","Number of septa per corallite","Morphological","15","units","mean","observation_laboratory",55
2412,"Bulgaria","22.75","42.84",139.8,145,"Actinaraea","granulata","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
2413,"Bulgaria","22.75","42.84",139.8,152.1,"Actinaraea","granulata","Growth form","Morphological","branching","text","expert_opinion","observation_laboratory",55
2412,"Bulgaria","22.75","42.84",139.8,145,"Actinaraea","granulata","Corallite width","Morphological","1","mm","raw_value","observation_laboratory",55
2412,"Bulgaria","22.75","42.84",139.8,145,"Actinaraea","granulata","Colony form","Morphological","thamnasterioid","text","expert_opinion","observation_laboratory",55
2413,"Bulgaria","22.75","42.84",139.8,152.1,"Actinaraea","granulata","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
2413,"Bulgaria","22.75","42.84",139.8,152.1,"Actinaraea","granulata","Corallite width","Morphological","1","mm","raw_value","observation_laboratory",55
2413,"Bulgaria","22.75","42.84",139.8,152.1,"Actinaraea","granulata","Colony form","Morphological","thamnasterioid","text","expert_opinion","observation_laboratory",55
2413,"Bulgaria","22.75","42.84",139.8,152.1,"Actinaraea","granulata","Number of septa per corallite","Morphological","15","units","mean","observation_laboratory",55
2277,"Mexico","-100.951389","18.516667",120,125,"Actinaraea","michoacanensis","Distance between centres of corallites","Morphological","5.25","mm","mean","Observation_field_or_laboratory",62
2277,"Mexico","-100.951389","18.516667",120,125,"Actinaraea","michoacanensis","Number of septal cycles","Morphological","4","units","raw_value","Observation_field_or_laboratory",62
2277,"Mexico","-100.951389","18.516667",120,125,"Actinaraea","michoacanensis","Growth form","Morphological","massive-branching","text","expert_opinion","Observation_field_or_laboratory",62
2277,"Mexico","-100.951389","18.516667",120,125,"Actinaraea","michoacanensis","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",62
2277,"Mexico","-100.951389","18.516667",120,125,"Actinaraea","michoacanensis","Colony size","Morphological","45","mm","minimum","Observation_field_or_laboratory",62
2277,"Mexico","-100.951389","18.516667",120,125,"Actinaraea","michoacanensis","Colony size","Morphological","50","mm","maximum","Observation_field_or_laboratory",62
2277,"Mexico","-100.951389","18.516667",120,125,"Actinaraea","michoacanensis","Height","Morphological","75","mm","raw_value","Observation_field_or_laboratory",62
2277,"Mexico","-100.951389","18.516667",120,125,"Actinaraea","michoacanensis","Corallite width minimum","Morphological","2","mm","minimum","Observation_field_or_laboratory",62
2277,"Mexico","-100.951389","18.516667",120,125,"Actinaraea","michoacanensis","Corallite width maximum","Morphological","5","mm","maximum","Observation_field_or_laboratory",62
2414,"Bulgaria","22.75","42.84",145,157.3,"Actinaraea","minuta","Colony form","Morphological","thamnasterioid","text","expert_opinion","Observation_field_or_laboratory",55
2414,"Bulgaria","22.75","42.84",145,157.3,"Actinaraea","minuta","Corallite width","Morphological","1","mm","raw_value","observation_laboratory",55
2414,"Bulgaria","22.75","42.84",145,157.3,"Actinaraea","minuta","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",55
2414,"Bulgaria","22.75","42.84",145,157.3,"Actinaraea","minuta","Growth form","Morphological","platy","text","expert_opinion","observation_laboratory",55
2414,"Bulgaria","22.75","42.84",145,157.3,"Actinaraea","minuta","Number of septa per corallite","Morphological","14","units","raw_value","observation_laboratory",55
2433,"Spain","0.03","40",120,125,"Actinaraeopsis","","Number of septa per corallite","Morphological","29.5","units","mean","Observation_field_or_laboratory",66
2433,"Spain","0.03","40",120,125,"Actinaraeopsis","","Distance between centres of corallites","Morphological","5.3","mm","mean","Observation_field_or_laboratory",66
2433,"Spain","0.03","40",120,125,"Actinaraeopsis","","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",66
2433,"Spain","0.03","40",120,125,"Actinaraeopsis","","Colony form","Morphological","thamnasterioid","text","expert_opinion","Observation_field_or_laboratory",66
2433,"Spain","0.03","40",120,125,"Actinaraeopsis","","Columella structure","Morphological","parietal","text","expert_opinion","Observation_field_or_laboratory",66
2603,"France","5.27","44.17",125,129.4,"Actinaraeopsis","ventosiana","Columella structure","Morphological","trabecular, papillar","text","expert_opinion","Observation_field_or_laboratory",80
2603,"France","5.27","44.17",125,129.4,"Actinaraeopsis","ventosiana","Budding type","Reproductive","intracalicular","text","expert_opinion","Observation_field_or_laboratory",80
2603,"France","5.27","44.17",125,129.4,"Actinaraeopsis","ventosiana","Colony size","Morphological","60","mm","maximum","Observation_field_or_laboratory",80
2603,"France","5.27","44.17",125,129.4,"Actinaraeopsis","ventosiana","Distance between centres of corallites","Morphological","5.5","mm","mean","Observation_field_or_laboratory",80
2603,"France","5.27","44.17",125,129.4,"Actinaraeopsis","ventosiana","Growth form","Morphological","massive","text","expert_opinion","Observation_field_or_laboratory",80
2603,"France","5.27","44.17",125,129.4,"Actinaraeopsis","ventosiana","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",80
2603,"France","5.27","44.17",125,129.4,"Actinaraeopsis","ventosiana","Number of septa per corallite","Morphological","45","units","mean","Observation_field_or_laboratory",80
2603,"France","5.27","44.17",125,129.4,"Actinaraeopsis","ventosiana","Colony form","Morphological","thamnasterioid, subcerioid","text","expert_opinion","Observation_field_or_laboratory",80
2603,"France","5.27","44.17",125,129.4,"Actinaraeopsis","ventosiana","Height","Morphological","75","mm","raw_value","Observation_field_or_laboratory",80
783,"France","45.7824","5.322",168.3,170.3,"Actinarea","","Colony form","Morphological","thamnasterioid","text","expert_opinion","observation_laboratory",10
783,"France","45.7824","5.322",168.3,170.3,"Actinarea","","Wall structure","Morphological","absent","text","expert_opinion","observation_laboratory",10
783,"France","45.7824","5.322",168.3,170.3,"Actinarea","","Columella structure","Morphological","parietal and spongy","text","expert_opinion","observation_laboratory",10
783,"France","45.7824","5.322",168.3,170.3,"Actinarea","","Distance between centres of corallites","Morphological","5.95","mm","mean","observation_laboratory",10
783,"France","45.7824","5.322",168.3,170.3,"Actinarea","","Coloniality","Morphological","colonial","text","expert_opinion","observation_laboratory",10
1295,"Global","NULL","NULL",182.7,199.3,"Actinastraea","minima","Number of septa per corallite","Morphological","24","units","raw_value","Observation_field_or_laboratory",16
1295,"Global","NULL","NULL",182.7,199.3,"Actinastraea","minima","Corallite width minimum","Morphological","0.5","mm","minimum","Observation_field_or_laboratory",16
1295,"Global","NULL","NULL",182.7,199.3,"Actinastraea","minima","Columella structure","Morphological","styliform","text","expert_opinion","Observation_field_or_laboratory",16
1295,"Global","NULL","NULL",182.7,199.3,"Actinastraea","minima","Distance between centres of corallites","Morphological","1.5","mm","maximum","Observation_field_or_laboratory",16
1295,"Global","NULL","NULL",182.7,199.3,"Actinastraea","minima","Coloniality","Morphological","colonial","text","expert_opinion","Observation_field_or_laboratory",16
1295,"Global","NULL","NULL",182.7,199.3,"Actinastraea","minima","Colony form","Morphological","cerioid","text","expert_opinion","Observation_field_or_laboratory",16
1295,"Global","NULL","NULL",182.7,199.3,"Actinastraea","minima","Growth form","Morphological","branching","text","expert_opinion","Observation_field_or_laboratory",16
1295,"Global","NULL","NULL",182.7,199.3,"Actinastraea","minima","Corallite width maximum","Morphological","1.1","mm","maximum","Observation_field_or_laboratory",16
